year,level,code,name,canton,originCount,totalWeight,baseline_total_min,step3_total_min,delta_total_min,delta_total_sec,delta_total_pax_min_day,baseline_rolling_min,step3_rolling_min,delta_rolling_min,delta_rolling_sec,delta_rolling_pax_min_day,baseline_dwell_min,step3_dwell_min,delta_dwell_min,delta_dwell_sec,delta_dwell_pax_min_day,baseline_transfer_min,step3_transfer_min,delta_transfer_min,delta_transfer_sec,delta_transfer_pax_min_day,baseline_waiting_min,step3_waiting_min,delta_waiting_min,delta_waiting_sec,delta_waiting_pax_min_day
2026,canton,JU,JU,JU,31,7604.449861,29.479378,29.321237,-0.15814100000000053,-9.488460000000032,-1202.575305468405,25.629112,25.582085,-0.04702699999999993,-2.821619999999996,-357.61446361324647,1.916867,1.801167,-0.11570000000000014,-6.942000000000008,-879.834848917701,1.933399,1.937985,0.004585999999999979,0.27515999999999874,34.87400706254584,15.87294,15.811154,-0.061785999999999675,-3.7071599999999805,-469.84853911174355
2026,canton,LU,LU,LU,51,89856.715479,30.304752,30.275807,-0.02894500000000022,-1.7367000000000132,-2600.9026295396748,26.464263,26.452726,-0.011537000000000575,-0.6922200000000345,-1036.6769264812747,2.012413,1.988152,-0.024261000000000088,-1.4556600000000053,-2180.013774236027,1.828076,1.834929,0.006852999999999998,0.4111799999999999,615.7880711775869,13.298623,13.298659,3.600000000147929e-05,0.0021600000000887576,3.2348417573769246
2026,canton,NE,NE,NE,47,27025.583604,30.737236,30.687443,-0.049793000000001086,-2.987580000000065,-1345.6848843940013,26.234307,26.216168,-0.01813900000000146,-1.0883400000000876,-490.2170609929954,2.31438,2.245677,-0.06870299999999974,-4.122179999999984,-1856.7386703456048,2.18855,2.225598,0.03704799999999997,2.222879999999998,1001.2438213609912,17.491562,17.491289,-0.0002729999999999677,-0.016379999999998063,-7.377984323891127
2026,canton,NW,NW,NW,7,6910.219205,21.249752,21.242801,-0.006951000000000818,-0.41706000000004906,-48.03293369396065,17.906463,17.903587,-0.002875999999996992,-0.17255999999981952,-19.873790433559215,1.82591,1.821252,-0.004657999999999829,-0.27947999999998974,-32.18780105688882,1.517378,1.517962,0.00058400000000014,0.0350400000000084,4.035568015720967,14.343255,14.343384,0.00012900000000115597,0.007740000000069358,0.8914182774529881
2026,canton,OW,OW,OW,11,6953.001409,31.795917,31.812058,0.01614100000000107,0.9684600000000643,112.22839574267645,27.498131,27.492161,-0.005970000000001363,-0.3582000000000818,-41.50941841173948,2.795012,2.815778,0.020766000000000062,1.2459600000000037,144.38602725929445,1.502775,1.504119,0.0013440000000000119,0.08064000000000071,9.344833893696084,18.124047,18.124352,0.0003049999999973352,0.01829999999984011,2.1206654297264715
2026,canton,SG,SG,SG,73,98358.942026,30.468556,30.449099,-0.01945699999999917,-1.1674199999999502,-1913.7699349998004,26.079848,26.093204,0.0133560000000017,0.801360000000102,1313.6820296994233,2.180571,2.175775,-0.0047960000000002445,-0.28776000000001467,-471.72948595672005,2.208137,2.18012,-0.028016999999999737,-1.6810199999999842,-2755.722478742416,12.342574,12.345118,0.0025439999999985474,0.15263999999991285,250.22514851400115
2026,canton,SH,SH,SH,6,15272.655191,33.954726,33.952415,-0.0023109999999988418,-0.1386599999999305,-35.29510614638331,29.88324,29.886681,0.003440999999998695,0.2064599999999217,52.55320651221107,2.185327,2.187317,0.0019900000000001583,0.1194000000000095,30.392583830092416,1.886159,1.878416,-0.007742999999999833,-0.46457999999999,-118.25616914391045,14.116783,14.116783,0.0,0.0,0.0
2026,canton,SO,SO,SO,40,54058.028631,30.555614,30.55069,-0.00492399999999904,-0.2954399999999424,-266.1817329789921,26.042855,26.039554,-0.0033010000000004425,-0.19806000000002655,-178.4455525109549,1.677382,1.680683,0.0033009999999999984,0.1980599999999999,178.44555251093092,2.835377,2.830454,-0.004922999999999789,-0.2953799999999873,-266.12767495040157,12.14682,12.147734,0.0009139999999998594,0.05483999999999156,49.4090381687264
2026,canton,SZ,SZ,SZ,33,28091.540798,33.917336,33.912992,-0.004343999999996129,-0.2606399999997677,-122.02965322640325,28.522912,28.525472,0.0025599999999990075,0.15359999999994045,71.91434444285213,2.405857,2.399227,-0.006629999999999914,-0.3977999999999948,-186.2469154907376,2.988567,2.988293,-0.0002740000000001075,-0.01644000000000645,-7.69708217865502,13.471936,13.475179,0.003243000000001217,0.19458000000007303,91.1008668079482
2026,canton,TG,TG,TG,76,38146.270531,30.146234,30.112198,-0.0340360000000004,-2.042160000000024,-1298.3464637931313,25.269528,25.266208,-0.00332000000000221,-0.1992000000001326,-126.64561816300431,2.389826,2.366855,-0.02297099999999963,-1.3782599999999778,-876.2579803675869,2.486879,2.479135,-0.007744000000000195,-0.4646400000000117,-295.4047189920715,13.205231,13.197907,-0.007323999999998776,-0.43943999999992656,-279.38328536899735
2026,canton,TI,TI,TI,54,63749.521992,21.481667,21.009807,-0.47186000000000305,-28.311600000000183,-30080.849447145316,19.120081,18.8736,-0.24648099999999928,-14.788859999999957,-15713.045930110107,1.431144,1.331682,-0.09946199999999994,-5.967719999999996,-6340.6549563683,0.930443,0.804526,-0.12591700000000006,-7.555020000000003,-8027.148560666667,11.483936,11.812786,0.3288499999999992,19.730999999999952,20964.030307069148
2026,canton,UR,UR,UR,10,5916.223184,31.234521,31.235481,0.0009599999999991837,0.057599999999951024,5.6795742566351715,27.860439,27.867623,0.007183999999998747,0.4310399999999248,42.50214735384859,1.907019,1.907478,0.0004589999999999872,0.027539999999999232,2.7155464414559245,1.467063,1.46038,-0.0066829999999999945,-0.40097999999999967,-39.53811953867197,21.908173,21.908173,0.0,0.0,0.0
2026,canton,VD,VD,VD,227,183033.840024,25.359485,25.338663,-0.020821999999999008,-1.2493199999999405,-3811.1306169795466,22.18684,22.179966,-0.006873999999999825,-0.4124399999999895,-1258.174616324944,1.754226,1.739781,-0.014445000000000041,-0.8667000000000025,-2643.9238191466875,1.418419,1.418917,0.0004979999999998874,0.029879999999993245,91.1508523319314,11.454737,11.462624,0.0078870000000002,0.47322000000001196,1443.5878962693246
2026,canton,VS,VS,VS,94,69858.000717,28.380057,28.353229,-0.02682800000000185,-1.609680000000111,-1874.1504432358054,25.288102,25.284239,-0.0038629999999990616,-0.2317799999999437,-269.86145676970546,2.214632,2.19488,-0.019751999999999992,-1.1851199999999995,-1379.8352301621835,0.877323,0.87411,-0.0032129999999999104,-0.19277999999999462,-224.45375630371475,14.091883,14.092335,0.00045200000000100715,0.02712000000006043,31.57581632415436
2026,canton,ZG,ZG,ZG,19,32985.479768,27.747328,27.744518,-0.0028100000000002012,-0.16860000000001207,-92.68919814808663,23.435746,23.470615,0.03486899999999693,2.092139999999816,1150.1706940302906,1.48487,1.487509,0.002639000000000058,0.15834000000000348,87.04868110775391,2.826712,2.786393,-0.040319000000000216,-2.419140000000013,-1329.941558765999,11.522077,11.522077,0.0,0.0,0.0
