level,year,version,code,name,canton,originCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitingMin,rollingPct,dwellPct,transferPct,cellsWithDemand,pathsWithDemand
station,2026,v0,Le Bémont JU,Le Bémont JU,JU,1,19.79014,42.187175,32.552362,6.604516,3.030297,27.921641,77.161749,15.65527,7.182981,1124,2590
municipality,2026,v0,6741,Le Bémont (JU),JU,1,19.79014,42.187175,32.552362,6.604516,3.030297,27.921641,77.161749,15.65527,7.182981,1124,2590
station,2026,v0,Le Châble VS,Le Châble VS,VS,1,26.592199,42.416053,35.003777,4.789846,2.622431,29.669364,82.524832,11.29253,6.182638,1075,2149
station,2026,v0,Le Châtelard VS,Le Châtelard VS,VS,1,32.206082,50.333361,43.578582,4.707799,2.04698,28.967273,86.579917,9.353238,4.066845,1020,2039
station,2026,v0,Le Creux-des-Biches,Le Creux-des-Biches,JU,1,22.421986,35.493557,28.905715,4.114813,2.473029,28.827407,81.439329,11.593127,6.967544,989,2127
municipality,2026,v0,6754,Le Noirmont,JU,2,42.583347,36.498805,29.773797,4.465675,2.259332,28.846281,81.574719,12.235127,6.190154,2271,5343
station,2026,v0,Le Crêt-du-Locle,Le Crêt-du-Locle,NE,1,235.254308,17.568202,14.59895,1.520041,1.449212,15.912289,83.098713,8.652227,8.24906,1375,4458
station,2026,v0,Le Day,Le Day,VD,1,601.658571,32.348456,29.12476,2.113228,1.110468,16.138413,90.034466,6.532702,3.432832,1430,4838
municipality,2026,v0,5764,Vallorbe,VD,2,1258.278388,36.473487,31.99813,3.286375,1.188982,15.61499,87.729835,9.010312,3.259853,2867,9695
station,2026,v0,Le Landeron,Le Landeron,NE,1,600.640693,25.687685,20.628891,2.163114,2.89568,28.564363,80.306539,8.420822,11.272639,1511,3517
municipality,2026,v0,6455,Le Landeron,NE,1,600.640693,25.687685,20.628891,2.163114,2.89568,28.564363,80.306539,8.420822,11.272639,1511,3517
station,2026,v0,Le Lieu,Le Lieu,VD,1,45.443376,33.141242,25.728198,6.814325,0.598719,29.117321,77.631967,20.561466,1.806567,1082,2161
municipality,2026,v0,5873,Le Lieu,VD,4,130.28307,32.942971,25.520437,6.809459,0.613075,29.122645,77.468535,20.670446,1.861019,4087,8162
station,2026,v0,Le Locle,Le Locle,NE,1,1386.557961,26.273696,21.772777,2.603623,1.897297,16.434676,82.869105,9.909617,7.221278,1486,4779
municipality,2026,v0,6436,Le Locle,NE,4,1455.647555,26.082448,21.663531,2.528004,1.890913,17.050756,83.057889,9.692358,7.249753,4141,10089
station,2026,v0,Le Locle Le Chalet,Le Locle Le Chalet,NE,1,38.622506,18.945934,15.163508,1.199684,2.582742,29.51855,80.035685,6.332145,13.63217,1103,2206
station,2026,v0,Le Manège,Le Manège,VD,1,19.196929,19.411348,14.132709,1.756089,3.52255,28.773218,72.806428,9.046713,18.146858,674,1348
station,2026,v0,Le Marais,Le Marais,VD,1,159.002466,25.283706,18.622186,2.082313,4.579207,15.031402,73.652913,8.23579,18.111297,1206,4097
municipality,2026,v0,5653,Vufflens-le-Château,VD,2,322.739366,24.770186,18.129474,1.988138,4.652573,15.04483,73.190708,8.026335,18.782957,2412,8194
station,2026,v0,Le Muids,Le Muids,VD,1,74.565548,23.757772,18.609566,2.333675,2.814531,15.17668,78.330435,9.822786,11.846779,879,2917
station,2026,v0,Le Noirmont,Le Noirmont,JU,1,20.161361,37.616768,30.739215,4.855878,2.021674,28.867271,81.71679,12.908813,5.374397,1282,3216
station,2026,v0,Le Pied-d'Or,Le Pied-d'Or,BE,1,22.286906,46.38156,36.529268,6.191251,3.661041,27.507041,78.758171,13.348518,7.893311,1192,3019
municipality,2026,v0,446,Tramelan,BE,5,118.411148,43.284002,34.01624,5.644934,3.622828,28.241211,78.588481,13.041618,8.369902,6024,14626
station,2026,v0,Le Pont,Le Pont,VD,1,121.204637,39.869998,31.512068,7.50612,0.85181,29.169309,79.037044,18.826487,2.136469,1264,2525
municipality,2026,v0,5871,L'Abbaye,VD,1,121.204637,39.869998,31.512068,7.50612,0.85181,29.169309,79.037044,18.826487,2.136469,1264,2525
station,2026,v0,Le Prese,Le Prese,GR,1,130.622451,32.838479,30.625138,2.202004,0.011338,31.682853,93.259915,6.705559,0.034526,154,303
station,2026,v0,Le Pâquier-Montbarry,Le Pâquier-Montbarry,FR,1,113.547062,18.639249,13.904873,1.217603,3.516773,17.823742,74.599964,6.532468,18.867568,1489,4928
municipality,2026,v0,2145,Le Pâquier (FR),FR,1,113.547062,18.639249,13.904873,1.217603,3.516773,17.823742,74.599964,6.532468,18.867568,1489,4928
station,2026,v0,Le Reymond,Le Reymond,NE,1,34.173351,15.058144,11.529297,1.718386,1.81046,29.625414,76.565195,11.411673,12.023132,1059,2118
station,2026,v0,Le Rocheray,Le Rocheray,VD,1,24.741597,27.5402,21.58981,5.506335,0.444055,29.14247,78.393802,19.99381,1.612387,930,1859
station,2026,v0,Le Sentier-L'Orient,Le Sentier-L'Orient,VD,1,186.802323,29.957117,23.565755,5.91723,0.474132,29.053283,78.664964,19.752335,1.582701,1244,2488
station,2026,v0,Le Solliat-La Golisse,Le Solliat-La Golisse,VD,1,40.395127,24.89041,19.599672,4.895361,0.395377,29.176591,78.743869,19.66766,1.588471,992,1983
station,2026,v0,Le Stand,Le Stand,NE,1,4.303779,17.281972,17.231588,0.046105,0.004278,29.126132,99.708462,0.266782,0.024756,202,404
municipality,2026,v0,6437,Les Ponts-de-Martel,NE,4,17.072637,47.082546,46.086316,0.790007,0.206223,29.215719,97.884078,1.67792,0.438003,1524,3048
station,2026,v0,Le Séchey,Le Séchey,VD,1,24.746328,33.341568,25.624455,7.071434,0.64568,29.126113,76.854378,21.209061,1.93656,992,1981
station,2026,v0,Le Sépey,Le Sépey,VD,1,36.124474,32.602343,27.311245,1.933005,3.358093,29.512123,83.770803,5.929038,10.300159,1146,2291
municipality,2026,v0,5410,Ormont-Dessous,VD,3,99.20257,33.21247,26.935695,3.284982,2.991793,29.427508,81.10115,9.890809,9.008041,3370,6737
station,2026,v0,Le Tremblex,Le Tremblex,VD,1,24.997895,26.55382,21.266037,2.612333,2.675451,28.965714,80.086543,9.837879,10.075578,758,1515
station,2026,v0,Le Trétien,Le Trétien,VS,1,44.393369,35.862902,30.668908,3.167891,2.026103,29.43333,85.517086,8.833336,5.649579,1015,2029
station,2026,v0,Leimbach AG,Leimbach AG,AG,1,433.147575,33.676085,27.216105,2.765478,3.694502,9.748133,80.817307,8.211994,10.970699,1493,5189
municipality,2026,v0,4137,Leimbach (AG),AG,1,433.147575,33.676085,27.216105,2.765478,3.694502,9.748133,80.817307,8.211994,10.970699,1493,5189
station,2026,v0,Lengnau BE,Lengnau BE,BE,1,602.764126,21.126633,16.649326,1.446691,3.030615,15.283351,78.807287,6.847714,14.345,1541,5150
municipality,2026,v0,387,Lengnau (BE),BE,1,602.764126,21.126633,16.649326,1.446691,3.030615,15.283351,78.807287,6.847714,14.345,1541,5150
station,2026,v0,Lengwil,Lengwil,TG,1,106.193374,24.791106,19.832439,2.129712,2.828955,14.462688,79.998201,8.590631,11.411168,1260,4143
municipality,2026,v0,4683,Lengwil,TG,1,106.193374,24.791106,19.832439,2.129712,2.828955,14.462688,79.998201,8.590631,11.411168,1260,4143
station,2026,v0,Lenk im Simmental,Lenk im Simmental,BE,1,367.298997,24.686373,21.323084,2.090237,1.273052,29.349554,86.375927,8.467169,5.156903,1322,2636
station,2026,v0,Lenzburg,Lenzburg,AG,1,7615.282019,25.291382,21.880808,1.106585,2.303988,14.071226,86.514879,4.375345,9.109776,1582,5648
municipality,2026,v0,4201,Lenzburg,AG,1,7615.282019,25.291382,21.880808,1.106585,2.303988,14.071226,86.514879,4.375345,9.109776,1582,5648
station,2026,v0,Les Arnoux,Les Arnoux,VD,1,162.244212,26.202382,20.674868,1.853673,3.673841,15.427274,78.904534,7.074445,14.02102,1242,4177
station,2026,v0,Les Avants,Les Avants,VD,1,198.945271,40.027993,32.430354,4.153033,3.444606,18.777188,81.019186,10.375321,8.605493,1396,4802
station,2026,v0,Les Aviolats,Les Aviolats,VD,1,14.950458,30.680836,24.776436,3.719862,2.184538,29.291001,80.755412,12.124384,7.120204,959,1918
station,2026,v0,Les Bois,Les Bois,JU,1,32.129743,32.895321,27.117909,3.391334,2.386078,28.834087,82.436977,10.309473,7.25355,1043,2240
station,2026,v0,Les Bovets,Les Bovets,VD,1,9.180316,29.962715,23.902675,4.064516,1.995524,29.284531,79.77473,13.565246,6.660024,879,1758
station,2026,v0,Les Brenets,Les Brenets,NE,1,16.813056,31.230645,29.254376,1.072242,0.904028,29.417559,93.672019,3.433299,2.894681,931,1862
station,2026,v0,Les Breuleux,Les Breuleux,JU,1,19.480014,45.240001,35.726521,5.750878,3.762602,27.568847,78.971088,12.711932,8.31698,1148,2921
station,2026,v0,Les Breuleux-Eglise,Les Breuleux-Eglise,JU,1,19.484681,45.532745,36.102701,5.626542,3.803503,27.668539,79.289531,12.357133,8.353335,1140,2903
station,2026,v0,Les Cases,Les Cases,FR,1,30.529069,39.583583,32.986478,4.249477,2.347629,29.040172,83.333733,10.735454,5.930814,1087,3279
station,2026,v0,Les Charbonnières,Les Charbonnières,VD,1,35.35206,34.538807,26.712173,7.133777,0.692856,29.127926,77.339595,20.654383,2.006023,1062,2121
station,2026,v0,Les Chevalleyres,Les Chevalleyres,VD,1,40.81249,33.130629,26.213223,4.379129,2.538276,29.830404,79.120814,13.217767,7.661419,1190,2379
station,2026,v0,Les Coeudres,Les Coeudres,NE,1,4.782994,73.947096,70.204724,2.779777,0.962595,29.170685,94.939122,3.759143,1.301735,762,1524
station,2026,v0,Les Coeudres-Est,Les Coeudres-Est,NE,1,11.128542,25.794693,18.927498,4.851512,2.015684,29.433073,73.377488,18.808178,7.814334,934,1868
station,2026,v0,Les Combes,Les Combes,VD,1,24.99463,24.126958,20.539209,3.204889,0.38286,29.055801,85.12971,13.283436,1.586854,930,1927
station,2026,v0,Les Deurres,Les Deurres,NE,1,230.24135,19.951744,15.145795,1.083097,3.722851,15.491039,75.912138,5.428583,18.659278,1415,4750
station,2026,v0,Les Diablerets,Les Diablerets,VD,1,13.175916,33.159148,26.240036,4.802365,2.116747,29.311123,79.133625,14.482775,6.3836,957,1914
station,2026,v0,Les Echenards,Les Echenards,VD,1,30.406993,33.574462,27.02446,3.953973,2.596029,29.329055,80.491119,11.776728,7.732153,1106,2211
station,2026,v0,Les Echets,Les Echets,VD,1,24.997365,24.974382,20.631773,2.616142,1.726467,29.261917,82.611748,10.475302,6.91295,715,1430
station,2026,v0,Les Emibois,Les Emibois,JU,1,15.078637,38.274939,30.850382,4.855473,2.569085,28.491467,80.60204,12.685775,6.712186,950,2229
municipality,2026,v0,6753,Muriaux,JU,2,29.949464,38.68302,31.120432,4.99743,2.565158,28.401889,80.449851,12.918925,6.631224,1905,4468
station,2026,v0,Les Esserts-de-Rive,Les Esserts-de-Rive,VD,1,24.741306,29.89988,23.33196,6.075085,0.492835,29.121411,78.033624,20.318092,1.648284,951,1899
station,2026,v0,Les Evouettes,Les Evouettes,VS,1,75.790979,28.064617,23.875696,2.19511,1.993811,28.890134,85.074014,7.821627,7.104359,1182,2363
station,2026,v0,Les Frêtes,Les Frêtes,NE,1,13.654032,20.508807,19.608915,0.398936,0.500955,29.118253,95.612169,1.945196,2.442635,621,1242
station,2026,v0,Les Fumeaux,Les Fumeaux,VS,1,54.893897,17.875587,14.134591,1.557911,2.183086,28.62989,79.072035,8.715298,12.212667,1037,2073
station,2026,v0,Les Geneveys-sur-Coffrane,Les Geneveys-sur-Coffrane,NE,1,470.506458,26.217705,21.595484,2.301007,2.321215,15.65728,82.369846,8.776539,8.853615,1456,4948
municipality,2026,v0,6487,Val-de-Ruz,NE,2,1021.09865,25.448976,20.958114,2.22403,2.266831,15.548673,82.353468,8.739174,8.907358,2912,9896
station,2026,v0,Les Granges-Gérignoz,Les Granges-Gérignoz,VD,1,25.50497,23.221104,19.624258,3.207502,0.389344,29.148152,84.510442,13.812876,1.676682,921,1907
station,2026,v0,Les Hauts-Geneveys,Les Hauts-Geneveys,NE,1,550.592192,24.792061,20.413453,2.15825,2.220358,15.455864,82.338668,8.705408,8.955924,1456,4948
station,2026,v0,Les Marécottes,Les Marécottes,VS,1,48.203645,32.993275,28.605774,2.306986,2.080514,29.518749,86.701834,6.992293,6.305873,1021,2041
station,2026,v0,Les Neys,Les Neys,VS,1,35.687802,15.821628,12.20148,1.444946,2.175202,28.819665,77.118992,9.132725,13.748283,792,1584
station,2026,v0,Les Nicolets,Les Nicolets,VD,1,9.698086,29.691998,23.912975,3.697387,2.081636,29.295284,80.536766,12.45247,7.010765,884,1768
station,2026,v0,Les Planches (Aigle),Les Planches (Aigle),VD,1,32.671103,33.550181,26.437835,4.157234,2.955112,29.425581,78.80087,12.391093,8.808037,1118,2235
station,2026,v0,Les Plantaz,Les Plantaz,VD,1,415.400578,15.46038,11.287619,0.704268,3.468492,14.780652,73.009975,4.555309,22.434716,1156,3912
station,2026,v0,Les Pléiades,Les Pléiades,VD,1,81.613647,43.654902,35.313273,5.772724,2.568905,29.588808,80.891883,13.223542,5.884575,1275,2549
station,2026,v0,Les Ponts-de-Martel,Les Ponts-de-Martel,NE,1,4.011114,71.177342,70.977682,0.196148,0.003511,29.261117,99.71949,0.275577,0.004933,207,414
station,2026,v0,Les Posses,Les Posses,VD,1,25.423779,30.070845,24.744226,2.616838,2.709781,29.515033,82.286433,8.702243,9.011324,867,1734
station,2026,v0,Les Pralies,Les Pralies,VD,1,23.844995,35.251227,27.987068,4.978747,2.285412,29.80017,79.393176,14.123612,6.483211,743,1486
station,2026,v0,Les Reussilles,Les Reussilles,BE,1,22.606553,44.176272,34.310028,6.283015,3.583229,27.663152,77.666192,14.222601,8.111207,1198,3033
station,2026,v0,Les Salines,Les Salines,VD,1,18.086424,27.16908,21.250734,2.401174,3.517172,28.694475,78.216614,8.837892,12.945494,860,1720
station,2026,v0,Les Sciernes,Les Sciernes,FR,1,40.71389,32.05521,26.641392,3.775685,1.638134,29.10118,83.110957,11.778692,5.110351,990,2209
station,2026,v0,Les Tuileries,Les Tuileries,GE,1,981.325546,16.958144,13.74999,2.229133,0.97902,7.655116,81.08193,13.144911,5.773158,1426,5156
municipality,2026,v0,6606,Bellevue,GE,1,981.325546,16.958144,13.74999,2.229133,0.97902,7.655116,81.08193,13.144911,5.773158,1426,5156
station,2026,v0,Lessoc,Lessoc,FR,1,26.844623,17.868976,14.163091,1.413501,2.292384,28.785909,79.260786,7.910366,12.828848,1218,2695
station,2026,v0,Leuggelbach,Leuggelbach,GL,1,24.606776,31.592268,23.703867,6.789095,1.099307,29.496804,75.030595,21.489734,3.479671,1112,2219
station,2026,v0,Leuk,Leuk,VS,1,1211.721476,23.043578,20.398941,1.944521,0.700116,12.940686,88.523321,8.438452,3.038227,1532,4422
municipality,2026,v0,6110,Leuk,VS,1,1211.721476,23.043578,20.398941,1.944521,0.700116,12.940686,88.523321,8.438452,3.038227,1532,4422
station,2026,v0,Leysin-Feydey,Leysin-Feydey,VD,1,18.735992,30.849008,25.583852,2.068631,3.196525,29.663993,82.932493,6.705666,10.361841,990,1980
station,2026,v0,Leysin-Grand-Hôtel,Leysin-Grand-Hôtel,VD,1,64.887009,40.782177,34.279056,2.743766,3.759355,29.696494,84.054012,6.727855,9.218133,1235,2469
station,2026,v0,Leysin-Village,Leysin-Village,VD,1,46.476278,30.874643,25.2682,1.92434,3.682103,28.556211,81.841269,6.232754,11.925978,1157,2313
station,2026,v0,Li Curt,Li Curt,GR,1,30.13957,38.316835,34.434861,3.875484,0.00649,55.905451,89.86875,10.114311,0.016938,123,123
station,2026,v0,Lichtensteig,Lichtensteig,SG,1,229.908194,28.441599,23.637979,2.139397,2.664222,13.330263,83.110584,7.522072,9.367344,1456,5401
municipality,2026,v0,3379,Wattwil,SG,2,3843.617974,33.648709,28.224539,2.477866,2.946304,15.109662,83.880006,7.363926,8.756068,3017,11052
station,2026,v0,Liebefeld,Liebefeld,BE,1,552.458626,24.190344,17.622858,1.108741,5.458744,14.929594,72.850797,4.583404,22.565799,1533,5229
station,2026,v0,Liestal,Liestal,BL,1,7580.238715,22.643163,19.94115,1.083186,1.618826,9.057562,88.066981,4.783724,7.149295,1570,5925
municipality,2026,v0,2829,Liestal,BL,1,7580.238715,22.643163,19.94115,1.083186,1.618826,9.057562,88.066981,4.783724,7.149295,1570,5925
station,2026,v0,Lindenholz,Lindenholz,BE,1,24.611862,41.021362,32.549285,4.057464,4.414613,15.220942,79.347158,9.8911,10.761742,1353,4619
station,2026,v0,Linthal,Linthal,GL,1,210.885729,36.050887,27.258161,7.732835,1.05989,29.515073,75.610239,21.449778,2.939983,1294,2583
station,2026,v0,Linthal Braunwaldbahn,Linthal Braunwaldbahn,GL,1,190.811195,33.925779,26.125785,6.773699,1.026294,29.399078,77.008654,19.96623,3.025117,1281,2557
station,2026,v0,Litzirüti,Litzirüti,GR,1,125.58718,16.767805,15.734788,0.834025,0.198992,29.944482,93.83928,4.973968,1.186752,892,1784
station,2026,v0,Locarno,Locarno,TI,1,5348.701753,28.313952,25.137911,2.3731,0.802941,12.176613,88.782772,8.381379,2.835849,1358,4055
municipality,2026,v0,5120,Muralto,TI,1,5348.701753,28.313952,25.137911,2.3731,0.802941,12.176613,88.782772,8.381379,2.835849,1358,4055
station,2026,v0,Locarno S. Antonio,Locarno S. Antonio,TI,1,142.018381,11.764888,9.229274,0.466173,2.069441,29.095451,78.447614,3.962408,17.589977,897,1790
municipality,2026,v0,5113,Locarno,TI,4,932.433628,16.370663,14.213967,0.967263,1.189433,18.05432,86.82585,5.908515,7.265635,3781,8840
station,2026,v0,Lohn-Lüterkofen,Lohn-Lüterkofen,SO,1,1226.948165,31.035938,25.620041,1.311449,4.104448,10.404656,82.549594,4.225581,13.224825,1560,5628
municipality,2026,v0,2526,Lohn-Ammannsegg,SO,1,1226.948165,31.035938,25.620041,1.311449,4.104448,10.404656,82.549594,4.225581,13.224825,1560,5628
station,2026,v0,Lommiswil,Lommiswil,SO,1,60.401429,37.712064,29.983763,2.122363,5.605938,26.776376,79.507085,5.627809,14.865106,1286,2918
station,2026,v0,Lonay-Préverenges,Lonay-Préverenges,VD,1,287.926164,19.890515,15.623546,0.91967,3.347299,15.130047,78.547719,4.623661,16.828619,1378,4699
municipality,2026,v0,5638,Lonay,VD,1,287.926164,19.890515,15.623546,0.91967,3.347299,15.130047,78.547719,4.623661,16.828619,1378,4699
station,2026,v0,Lottstetten,Lottstetten,BW,1,194.606338,26.464038,21.614809,3.290024,1.559206,28.732085,81.676155,12.432054,5.891791,1321,2817
station,2026,v0,Lotzwil,Lotzwil,BE,1,215.984248,39.361989,30.58378,2.707805,6.070405,14.775159,77.698765,6.879238,15.421997,1519,5023
station,2026,v0,Lucens,Lucens,VD,1,606.147293,38.237563,31.816704,3.677112,2.743746,15.691376,83.207982,9.616492,7.175526,1531,5173
municipality,2026,v0,5675,Lucens,VD,1,606.147293,38.237563,31.816704,3.677112,2.743746,15.691376,83.207982,9.616492,7.175526,1531,5173
station,2026,v0,Luchsingen-Hätzingen,Luchsingen-Hätzingen,GL,1,170.733456,34.533749,26.048736,7.321781,1.163232,29.499626,75.429794,21.201814,3.368392,1276,2547
station,2026,v0,Lugano,Lugano,TI,1,15250.654254,22.711996,20.952414,1.299231,0.460352,9.43754,92.252631,5.720459,2.02691,1430,4243
municipality,2026,v0,5192,Lugano,TI,1,15250.654254,22.711996,20.952414,1.299231,0.460352,9.43754,92.252631,5.720459,2.02691,1430,4243
station,2026,v0,Lungern,Lungern,OW,1,351.797888,41.213096,35.14542,4.914572,1.153104,28.954094,85.27731,11.924782,2.797908,1395,2908
station,2026,v0,Lupfig,Lupfig,AG,1,196.985023,31.662461,23.37203,1.442808,6.847623,16.06222,73.816215,4.556841,21.626944,1433,5159
municipality,2026,v0,4104,Lupfig,AG,1,196.985023,31.662461,23.37203,1.442808,6.847623,16.06222,73.816215,4.556841,21.626944,1433,5159
station,2026,v0,Lustmühle,Lustmühle,AR,1,210.63554,28.571861,21.164093,1.644547,5.763222,15.188603,74.073203,5.755827,20.17097,1403,4682
municipality,2026,v0,3024,Teufen (AR),AR,5,1067.300198,29.94029,22.326721,2.104469,5.5091,15.150021,74.570824,7.028886,18.40029,7013,23424
station,2026,v0,Luterbach-Attisholz,Luterbach-Attisholz,SO,1,337.266472,31.955925,24.422955,1.982271,5.550699,17.156124,76.427001,6.20314,17.369859,1546,5489
municipality,2026,v0,2527,Luterbach,SO,1,337.266472,31.955925,24.422955,1.982271,5.550699,17.156124,76.427001,6.20314,17.369859,1546,5489
station,2026,v0,Lutry,Lutry,VD,1,1110.730135,19.584829,15.892039,1.94017,1.75262,9.246269,81.144641,9.906493,8.948865,1502,5459
station,2026,v0,Luzern,Luzern,LU,1,51262.978962,33.017294,29.632771,2.01119,1.373333,13.231109,89.749242,6.091324,4.159434,1582,5787
municipality,2026,v0,1061,Luzern,LU,4,53546.501809,32.297089,28.924413,1.961292,1.411384,13.29044,89.557338,6.07266,4.370002,5844,17510
station,2026,v0,Luzern Allmend/Messe,Luzern Allmend/Messe,LU,1,1364.08404,14.122678,11.326395,0.809705,1.986578,9.918946,80.200049,5.73337,14.066581,1439,4305
station,2026,v0,Luzern Littau,Luzern Littau,LU,1,474.864491,17.605636,14.32536,0.877519,2.402756,27.530376,81.368036,4.984309,13.647655,1371,2870
station,2026,v0,Luzern Verkehrshaus,Luzern Verkehrshaus,LU,1,444.574317,20.708427,16.834559,0.898692,2.975176,15.266436,81.293278,4.339741,14.366981,1452,4548
station,2026,v0,Lyss,Lyss,BE,1,4353.445812,26.479463,21.99974,1.31499,3.164732,12.979399,83.082276,4.966076,11.951648,1571,5472
station,2026,v0,Lyss Grien,Lyss Grien,BE,1,95.434064,26.498282,20.069722,0.953941,5.474618,24.728582,75.739712,3.600012,20.660277,1451,3977
station,2026,v0,Lyssach,Lyssach,BE,1,286.320542,26.162361,19.749705,2.168059,4.244598,15.660376,75.489,8.286938,16.224062,1506,5083
municipality,2026,v0,415,Lyssach,BE,1,286.320542,26.162361,19.749705,2.168059,4.244598,15.660376,75.489,8.286938,16.224062,1506,5083
