level,year,version,code,name,canton,originCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitingMin,rollingPct,dwellPct,transferPct,cellsWithDemand,pathsWithDemand
municipality,2035,v0,371,Biel/Bienne,BE,3,22177.300859,32.578829,28.029291,2.298437,2.251102,13.981499,86.035292,7.055002,6.909707,4616,16588
station,2035,v0,Biel/Bienne,Biel/Bienne,BE,1,21544.500823,32.950347,28.413257,2.331316,2.205773,13.966697,86.230525,7.07524,6.694235,1569,5868
station,2035,v0,Biel/Bienne Bözingenfeld/Champ,Biel/Bienne Bözingenfeld/Champ,BE,1,253.103987,19.623486,14.921544,1.277832,3.424109,14.642074,76.039215,6.511751,17.449035,1521,5352
station,2035,v0,Bigenthal,Bigenthal,BE,1,30.454736,34.888865,28.041202,2.028258,4.819405,24.674402,80.372929,5.813482,13.813589,1373,4542
municipality,2035,v0,626,Walkringen,BE,2,197.373398,32.472246,25.626293,2.642612,4.203341,17.949276,78.917525,8.138063,12.944412,2845,9549
station,2035,v0,Biglen,Biglen,BE,1,270.956058,30.997688,23.943732,2.697247,4.35671,16.628454,77.243605,8.701445,14.05495,1503,5204
municipality,2035,v0,603,Biglen,BE,1,270.956058,30.997688,23.943732,2.697247,4.35671,16.628454,77.243605,8.701445,14.05495,1503,5204
station,2035,v0,Binzenhof,Binzenhof,AG,1,1789.064925,27.090375,19.672563,2.583221,4.83459,10.834607,72.618276,9.535569,17.846155,1530,6126
station,2035,v0,Bioggio,Bioggio,TI,1,490.057098,9.713888,8.311043,0.961055,0.441791,12.236263,85.55835,9.893617,4.548033,876,3148
municipality,2035,v0,5151,Bioggio,TI,2,985.183968,9.787004,8.42265,0.912378,0.451977,12.119123,86.059531,9.322337,4.618132,1757,6320
station,2035,v0,Bioggio Molinazzo,Bioggio Molinazzo,TI,1,495.126871,9.859372,8.533115,0.864199,0.462058,12.003182,86.54826,8.765251,4.686489,881,3172
station,2035,v0,Birmensdorf ZH,Birmensdorf ZH,ZH,1,2518.757166,27.244219,21.131804,3.169765,2.942651,8.885655,77.564358,11.634632,10.80101,1544,6542
municipality,2035,v0,242,Birmensdorf (ZH),ZH,1,2518.757166,27.244219,21.131804,3.169765,2.942651,8.885655,77.564358,11.634632,10.80101,1544,6542
station,2035,v0,Birr,Birr,AG,1,288.967595,34.661938,24.688255,1.807643,8.16604,12.616945,71.225835,5.215066,23.559099,1471,5437
municipality,2035,v0,4092,Birr,AG,1,288.967595,34.661938,24.688255,1.807643,8.16604,12.616945,71.225835,5.215066,23.559099,1471,5437
station,2035,v0,Birrwil,Birrwil,AG,1,153.550728,41.193465,31.648832,5.37223,4.172403,14.663778,76.82974,13.041461,10.128799,1395,5140
municipality,2035,v0,4132,Birrwil,AG,1,153.550728,41.193465,31.648832,5.37223,4.172403,14.663778,76.82974,13.041461,10.128799,1395,5140
station,2035,v0,Bischofszell Nord,Bischofszell Nord,TG,1,152.649769,33.96047,27.482541,3.219086,3.258843,14.193108,80.92509,9.478921,9.595989,1351,5797
municipality,2035,v0,4471,Bischofszell,TG,2,716.547313,36.371813,29.47253,3.418228,3.481055,14.094033,81.031237,9.398015,9.570748,2785,11805
station,2035,v0,Bischofszell Stadt,Bischofszell Stadt,TG,1,563.897543,37.024575,30.01123,3.472137,3.541208,14.067213,81.057594,9.377926,9.56448,1434,6008
station,2035,v0,Bitsch,Bitsch,VS,1,160.383327,14.92344,11.961508,1.206918,1.755014,15.622441,80.152483,8.087401,11.760116,1370,4746
municipality,2035,v0,6173,Bitsch,VS,1,160.383327,14.92344,11.961508,1.206918,1.755014,15.622441,80.152483,8.087401,11.760116,1370,4746
station,2035,v0,Bière,Bière,VD,1,166.733739,41.335245,32.522452,4.714545,4.098248,14.930865,78.679712,11.40563,9.914659,1451,4815
municipality,2035,v0,5425,Bière,VD,1,166.733739,41.335245,32.522452,4.714545,4.098248,14.930865,78.679712,11.40563,9.914659,1451,4815
station,2035,v0,Blankenburg,Blankenburg,BE,1,30.062959,8.228165,7.419423,0.29127,0.517472,29.588074,90.171052,3.539919,6.28903,768,1536
municipality,2035,v0,794,Zweisimmen,BE,3,2453.436527,40.453298,35.122135,3.636649,1.694514,23.093399,86.821437,8.989747,4.188816,3110,7559
station,2035,v0,Bleien Liebegg,Bleien Liebegg,AG,1,949.490349,31.37027,22.160635,3.715299,5.494336,9.680332,70.642157,11.843375,17.514468,1538,6295
municipality,2035,v0,4006,Gränichen,AG,4,3957.717142,30.842595,21.393885,3.670742,5.777968,9.851389,69.364739,11.901534,18.733727,6155,25188
station,2035,v0,Blitzingen,Blitzingen,VS,1,86.741247,25.960451,22.60847,3.141704,0.210277,29.098154,87.088125,12.101885,0.809989,1049,2356
station,2035,v0,Blonay,Blonay,VD,1,650.002915,19.271526,13.584857,2.519047,3.167622,16.388899,70.491857,13.071342,16.436801,1428,4955
municipality,2035,v0,5892,Blonay - Saint-Légier,VD,15,2214.515662,19.085613,13.806558,2.335142,2.943913,17.960243,72.340135,12.235091,15.424774,18482,51127
station,2035,v0,Blumenau,Blumenau,SG,1,464.929414,31.280021,24.061025,2.827358,4.391638,14.79951,76.921384,9.038863,14.039753,1340,4868
municipality,2035,v0,3340,Rapperswil-Jona,SG,4,13828.208554,30.137797,24.131063,3.45811,2.548624,9.954857,80.0691,11.47433,8.45657,5928,23984
station,2035,v0,Boden,Boden,BE,1,40.52226,13.868646,12.391554,0.960776,0.516316,29.264666,89.349416,6.927685,3.722899,828,1651
municipality,2035,v0,792,Lenk,BE,2,409.651106,20.102457,17.639175,1.692229,0.771053,29.34985,87.746363,8.418023,3.835614,1967,3922
station,2035,v0,Bodio TI,Bodio TI,TI,1,137.705312,28.444479,23.645407,2.409125,2.389947,29.240281,83.128282,8.469569,8.402149,979,1999
municipality,2035,v0,5064,5064,TI,1,137.705312,28.444479,23.645407,2.409125,2.389947,29.240281,83.128282,8.469569,8.402149,979,1999
station,2035,v0,Bois-de-Chexbres,Bois-de-Chexbres,VD,1,26.634475,23.500392,18.052167,3.469929,1.978296,29.788056,76.816451,14.765408,8.41814,1069,2138
station,2035,v0,Boll-Utzigen,Boll-Utzigen,BE,1,1025.801792,14.293738,11.745956,1.148853,1.398929,14.912623,82.175537,8.037457,9.787005,1513,5117
municipality,2035,v0,359,Vechigen,BE,2,1920.980999,14.962168,12.331752,1.231795,1.398621,15.666816,82.419553,8.232733,9.347714,3022,10220
station,2035,v0,Bollement,Bollement,JU,1,12.828923,39.51848,30.347761,5.376235,3.794484,29.885598,76.793847,13.604356,9.601797,1177,3839
municipality,2035,v0,6758,Saint-Brais,JU,1,12.828923,39.51848,30.347761,5.376235,3.794484,29.885598,76.793847,13.604356,9.601797,1177,3839
station,2035,v0,Bolligen,Bolligen,BE,1,1281.036361,19.755914,16.33154,1.141759,2.282614,8.057718,82.666592,5.77933,11.554078,1545,5863
municipality,2035,v0,352,Bolligen,BE,1,1281.036361,19.755914,16.33154,1.141759,2.282614,8.057718,82.666592,5.77933,11.554078,1545,5863
station,2035,v0,Boltigen,Boltigen,BE,1,128.818521,24.504718,21.23279,1.765056,1.506872,16.35035,86.647764,7.202922,6.149314,1423,4010
municipality,2035,v0,791,Boltigen,BE,1,128.818521,24.504718,21.23279,1.765056,1.506872,16.35035,86.647764,7.202922,6.149314,1423,4010
station,2035,v0,Bonaduz,Bonaduz,GR,1,616.171906,20.317626,17.068907,1.978119,1.2706,12.771142,84.010341,9.735974,6.253685,1377,4981
municipality,2035,v0,3721,Bonaduz,GR,1,616.171906,20.317626,17.068907,1.978119,1.2706,12.771142,84.010341,9.735974,6.253685,1377,4981
station,2035,v0,Boncourt,Boncourt,JU,1,88.912106,25.434861,21.796949,2.709433,0.928479,29.079872,85.697143,10.65244,3.650418,1254,2508
municipality,2035,v0,6774,Boncourt,JU,1,88.912106,25.434861,21.796949,2.709433,0.928479,29.079872,85.697143,10.65244,3.650418,1254,2508
station,2035,v0,Bonfol,Bonfol,JU,1,62.553042,24.263124,20.346746,2.06992,1.846458,15.026308,83.858723,8.531137,7.61014,1427,4958
municipality,2035,v0,6775,6775,JU,1,62.553042,24.263124,20.346746,2.06992,1.846458,15.026308,83.858723,8.531137,7.61014,1427,4958
station,2035,v0,Boniswil,Boniswil,AG,1,247.501262,40.979067,30.6967,5.062763,5.219603,14.284328,74.908246,12.354511,12.737243,1424,5222
municipality,2035,v0,4192,Boniswil,AG,1,247.501262,40.979067,30.6967,5.062763,5.219603,14.284328,74.908246,12.354511,12.737243,1424,5222
station,2035,v0,Bonstetten-Wettswil,Bonstetten-Wettswil,ZH,1,1941.577574,31.035499,24.919057,3.367796,2.748646,9.017347,80.292108,10.851433,8.856459,1525,6477
municipality,2035,v0,3,Bonstetten,ZH,1,1941.577574,31.035499,24.919057,3.367796,2.748646,9.017347,80.292108,10.851433,8.856459,1525,6477
station,2035,v0,Bossière,Bossière,VD,1,72.270822,14.313361,10.507658,0.931527,2.874177,14.861712,73.411531,6.508093,20.080376,1094,4006
municipality,2035,v0,5606,Lutry,VD,3,1785.664268,17.813051,13.996696,1.396189,2.420166,11.050292,78.575511,7.838012,13.586477,3908,14434
station,2035,v0,Bossonnens,Bossonnens,FR,1,248.727601,27.346165,21.023594,2.069975,4.252595,18.161652,76.879499,7.569525,15.550976,1367,3284
municipality,2035,v0,2323,Bossonnens,FR,1,248.727601,27.346165,21.023594,2.069975,4.252595,18.161652,76.879499,7.569525,15.550976,1367,3284
station,2035,v0,Boswil-Bünzen,Boswil-Bünzen,AG,1,498.008213,31.792884,25.00893,2.213136,4.570819,14.216025,78.662035,6.961105,14.37686,1519,5904
municipality,2035,v0,4228,Boswil,AG,1,498.008213,31.792884,25.00893,2.213136,4.570819,14.216025,78.662035,6.961105,14.37686,1519,5904
station,2035,v0,Bottighofen,Bottighofen,TG,1,174.547601,31.268555,25.258775,3.722626,2.287154,14.421981,80.780117,11.905333,7.31455,1416,5040
municipality,2035,v0,4643,Bottighofen,TG,1,174.547601,31.268555,25.258775,3.722626,2.287154,14.421981,80.780117,11.905333,7.31455,1416,5040
station,2035,v0,Boudry,Boudry,NE,1,257.011317,25.246989,18.677289,2.398003,4.171698,14.851928,73.97828,9.498175,16.523545,1527,5294
municipality,2035,v0,6404,Boudry,NE,1,257.011317,25.246989,18.677289,2.398003,4.171698,14.851928,73.97828,9.498175,16.523545,1527,5294
station,2035,v0,Bouquetins,Bouquetins,VD,1,81.276142,12.025531,10.578968,0.581155,0.865408,16.250241,87.970899,4.83268,7.196422,465,940
station,2035,v0,Bouveret,Bouveret,VS,1,437.080319,27.605942,21.631339,3.248895,2.725708,16.083021,78.357545,11.768826,9.873629,1332,4237
municipality,2035,v0,6154,Port-Valais,VS,2,524.988962,26.770498,20.959731,3.143776,2.666991,16.006152,78.294141,11.743435,9.962424,2478,7808
station,2035,v0,Bovernier,Bovernier,VS,1,34.344467,27.162326,22.541509,1.55468,3.066137,29.092527,82.988138,5.723664,11.288198,1248,2496
municipality,2035,v0,6131,Bovernier,VS,1,34.344467,27.162326,22.541509,1.55468,3.066137,29.092527,82.988138,5.723664,11.288198,1248,2496
station,2035,v0,Bowil,Bowil,BE,1,142.688808,33.705005,25.875292,2.918734,4.910979,15.158151,76.769881,8.659646,14.570473,1474,5136
municipality,2035,v0,605,Bowil,BE,1,142.688808,33.705005,25.875292,2.918734,4.910979,15.158151,76.769881,8.659646,14.570473,1474,5136
station,2035,v0,Brandegg,Brandegg,BE,1,56.384093,24.618609,20.822259,2.16075,1.6356,14.918923,84.579349,8.776897,6.643754,1122,3220
station,2035,v0,Brenzikofen,Brenzikofen,BE,1,83.483605,30.84675,23.628528,2.741403,4.476819,14.234633,76.599732,8.887169,14.513099,1474,5470
municipality,2035,v0,606,Brenzikofen,BE,1,83.483605,30.84675,23.628528,2.741403,4.476819,14.234633,76.599732,8.887169,14.513099,1474,5470
station,2035,v0,Bretonnières,Bretonnières,VD,1,30.792998,29.327319,25.823432,2.261842,1.242045,15.261549,88.052482,7.712405,4.235113,979,3410
municipality,2035,v0,5748,Bretonnières,VD,1,30.792998,29.327319,25.823432,2.261842,1.242045,15.261549,88.052482,7.712405,4.235113,979,3410
station,2035,v0,Brienz,Brienz,BE,1,1384.949422,26.544526,23.217532,1.869178,1.457816,17.854837,87.466368,7.041669,5.491963,1516,4353
municipality,2035,v0,573,Brienz (BE),BE,3,1538.538504,25.589152,22.412792,1.777251,1.399108,18.971755,87.587087,6.945331,5.467582,3844,9943
station,2035,v0,Brienz West,Brienz West,BE,1,92.071813,15.643259,14.080696,0.89244,0.670123,29.18973,90.011273,5.704948,4.283779,1178,2426
station,2035,v0,Brienzwiler,Brienzwiler,BE,1,61.517269,18.966483,16.766035,1.031979,1.168469,28.824067,88.398228,5.441065,6.160707,1150,3164
station,2035,v0,Brig,Brig,VS,1,11492.809163,29.977111,26.432302,2.985576,0.559233,12.371644,88.174949,9.959519,1.865532,1559,5451
municipality,2035,v0,6002,Brig-Glis,VS,1,11492.809163,29.977111,26.432302,2.985576,0.559233,12.371644,88.174949,9.959519,1.865532,1559,5451
station,2035,v0,Broc-Chocolaterie,Broc-Chocolaterie,FR,1,172.255143,42.824734,36.497972,3.655167,2.671595,17.796672,85.226383,8.535177,6.23844,1465,4780
municipality,2035,v0,2124,Broc,FR,2,312.315304,41.508662,35.392497,3.476217,2.639948,17.788792,85.265329,8.374678,6.359993,2915,9504
station,2035,v0,Broc-Village,Broc-Village,FR,1,140.060161,39.890071,34.032913,3.256132,2.601026,17.7791,85.316752,8.162763,6.520486,1450,4724
station,2035,v0,Bronschhofen,Bronschhofen,SG,1,80.224587,34.698234,26.649993,2.370857,5.677384,14.775937,76.805042,6.832787,16.362171,1236,4662
municipality,2035,v0,3427,Wil (SG),SG,3,7645.146232,32.579594,27.645471,2.40541,2.528713,11.246939,84.855174,7.38318,7.761646,4048,15738
station,2035,v0,Bronschhofen AMP,Bronschhofen AMP,SG,1,91.398533,34.776018,26.714801,2.518487,5.542729,14.767577,76.819611,7.242023,15.938367,1245,4692
station,2035,v0,Brugg AG,Brugg AG,AG,1,10868.908456,29.943652,24.752428,2.388687,2.802537,8.716546,82.663358,7.977274,9.359369,1566,6626
municipality,2035,v0,4095,Brugg,AG,2,11211.442805,30.053528,24.731482,2.389293,2.932752,8.873622,82.291445,7.950125,9.75843,3013,12276
station,2035,v0,Brunnadern-Neckertal,Brunnadern-Neckertal,SG,1,322.515689,33.230325,27.338881,2.77398,3.117465,15.241761,82.270879,8.347736,9.381385,1186,4337
municipality,2035,v0,3396,Neckertal,SG,2,470.055802,33.13053,27.248271,2.786722,3.095537,15.204436,82.245203,8.41134,9.343457,2299,8428
station,2035,v0,Brunnen,Brunnen,SZ,1,1675.605385,27.88493,22.078704,2.707138,3.099088,15.264543,79.177906,9.708248,11.113847,1519,5350
municipality,2035,v0,1364,Ingenbohl,SZ,1,1675.605385,27.88493,22.078704,2.707138,3.099088,15.264543,79.177906,9.708248,11.113847,1519,5350
station,2035,v0,Brusio,Brusio,GR,1,51.683645,20.071729,18.522693,1.542168,0.006867,32.248933,92.282499,7.683287,0.034215,226,441
municipality,2035,v0,3551,Brusio,GR,3,128.698019,14.768405,13.724271,1.024313,0.019821,47.221272,92.929949,6.935841,0.13421,678,1325
station,2035,v0,Brügg BE,Brügg BE,BE,1,589.673098,29.567026,22.441511,2.46134,4.664175,13.702394,75.900469,8.324611,15.77492,1532,5562
municipality,2035,v0,733,Brügg,BE,1,589.673098,29.567026,22.441511,2.46134,4.664175,13.702394,75.900469,8.324611,15.77492,1532,5562
station,2035,v0,Brünig-Hasliberg,Brünig-Hasliberg,BE,1,303.718989,36.417917,30.896275,4.493886,1.027755,29.013333,84.838119,12.339766,2.822115,1358,3011
station,2035,v0,Brüttelen,Brüttelen,BE,1,91.121327,34.037516,25.521907,4.21042,4.305189,14.667176,74.981697,12.369939,12.648364,1484,6080
municipality,2035,v0,491,Brüttelen,BE,1,91.121327,34.037516,25.521907,4.21042,4.305189,14.667176,74.981697,12.369939,12.648364,1484,6080
station,2035,v0,Bubikon,Bubikon,ZH,1,2935.30445,26.527923,20.778446,3.016663,2.732814,8.914215,78.326699,11.37165,10.301651,1553,6479
municipality,2035,v0,112,Bubikon,ZH,1,2935.30445,26.527923,20.778446,3.016663,2.732814,8.914215,78.326699,11.37165,10.301651,1553,6479
station,2035,v0,Buchli,Buchli,BE,1,180.238911,36.421105,27.296001,2.600933,6.524171,12.956534,74.945559,7.14128,17.913161,1495,5740
municipality,2035,v0,983,Oberbipp,BE,2,344.381761,35.935113,26.924461,2.64541,6.365242,12.991871,74.925216,7.361629,17.713154,2986,11466
station,2035,v0,Buchrain,Buchrain,LU,1,1473.119015,22.008309,17.724504,1.957023,2.326782,14.869691,80.535509,8.892201,10.57229,1469,5751
municipality,2035,v0,1052,1052,LU,1,1473.119015,22.008309,17.724504,1.957023,2.326782,14.869691,80.535509,8.892201,10.57229,1469,5751
station,2035,v0,Buchs AG,Buchs AG,AG,1,1339.782329,36.055647,20.941885,7.542601,7.571161,12.80985,58.082122,20.919334,20.998543,1542,5413
municipality,2035,v0,4003,Buchs (AG),AG,1,1339.782329,36.055647,20.941885,7.542601,7.571161,12.80985,58.082122,20.919334,20.998543,1542,5413
station,2035,v0,Buchs SG,Buchs SG,SG,1,2924.914093,36.29279,31.532639,2.195241,2.56491,14.184535,86.884032,6.048697,7.067271,1527,5472
municipality,2035,v0,3271,Buchs (SG),SG,1,2924.914093,36.29279,31.532639,2.195241,2.56491,14.184535,86.884032,6.048697,7.067271,1527,5472
station,2035,v0,Buchs-Dällikon,Buchs-Dällikon,ZH,1,1556.652154,28.177277,21.393178,3.120191,3.663908,14.604362,75.923512,11.07343,13.003058,1470,5714
municipality,2035,v0,83,Buchs (ZH),ZH,1,1556.652154,28.177277,21.393178,3.120191,3.663908,14.604362,75.923512,11.07343,13.003058,1470,5714
station,2035,v0,Buckten,Buckten,BL,1,99.538773,23.866771,17.327849,1.529369,5.009553,27.978617,72.602403,6.407942,20.989656,1374,2943
municipality,2035,v0,2843,Buckten,BL,1,99.538773,23.866771,17.327849,1.529369,5.009553,27.978617,72.602403,6.407942,20.989656,1374,2943
station,2035,v0,Bugnei,Bugnei,GR,1,41.265965,20.550173,17.892015,2.278421,0.379737,29.146199,87.065032,11.087115,1.847853,504,1186
municipality,2035,v0,3986,Tujetsch,GR,5,690.992924,23.496408,20.516117,2.535316,0.444975,29.140639,87.315972,10.79023,1.893799,3045,6946
station,2035,v0,Buix,Buix,JU,1,37.603874,22.552472,19.284381,2.380862,0.887228,29.145756,85.508949,10.556989,3.934062,1162,2324
municipality,2035,v0,6807,Basse-Allaine,JU,2,94.344323,21.002646,17.858768,2.259828,0.884049,29.188602,85.031039,10.759732,4.209229,2382,4764
station,2035,v0,Bulle,Bulle,FR,1,599.465385,29.232728,24.801726,2.459553,1.97145,16.106813,84.842322,8.413696,6.743982,1509,5130
municipality,2035,v0,2125,Bulle,FR,3,905.388926,30.110778,25.203554,2.431531,2.475693,16.812045,83.702768,8.075283,8.221948,4380,14532
station,2035,v0,Burgdorf,Burgdorf,BE,1,7436.900106,28.052236,23.122335,1.829272,3.100629,10.090723,82.425994,6.520951,11.053055,1560,5985
municipality,2035,v0,404,Burgdorf,BE,4,8989.995874,28.243605,22.981097,1.969748,3.292759,10.36816,81.367437,6.97414,11.658423,6117,23226
station,2035,v0,Burgdorf Buchmatt,Burgdorf Buchmatt,BE,1,106.893416,34.300743,25.996218,4.416666,3.887859,14.856239,75.789081,12.876299,11.33462,1481,5503
station,2035,v0,Burgdorf Steinhof,Burgdorf Steinhof,BE,1,824.846186,28.822587,21.97315,2.475346,4.374091,11.420171,76.235869,8.588217,15.175914,1541,5875
station,2035,v0,Burghalden,Burghalden,ZH,1,472.20899,28.866058,22.988853,1.551387,4.325818,14.810007,79.639738,5.374433,14.985828,1492,5362
municipality,2035,v0,138,Richterswil,ZH,4,4035.038613,28.962257,22.829902,3.117052,3.015303,10.652495,78.826391,10.762463,10.411146,5926,22515
station,2035,v0,Burgholz,Burgholz,BE,1,35.095389,34.420321,26.204544,5.529572,2.686205,25.372657,76.131027,16.064848,7.804126,1249,2526
municipality,2035,v0,762,Diemtigen,BE,2,267.869115,33.559191,26.446168,4.087015,3.026009,17.996965,78.804544,12.178526,9.01693,2734,6682
station,2035,v0,Burgistein,Burgistein,BE,1,245.989841,32.867656,26.818367,2.641832,3.407458,14.644665,81.595008,8.037786,10.367206,1520,6244
municipality,2035,v0,863,Burgistein,BE,1,245.989841,32.867656,26.818367,2.641832,3.407458,14.644665,81.595008,8.037786,10.367206,1520,6244
station,2035,v0,Burglauenen,Burglauenen,BE,1,150.615525,32.521456,26.008388,4.500157,2.01291,16.157485,79.973015,13.837501,6.189484,1461,4060
station,2035,v0,Burier,Burier,VD,1,942.793867,19.381924,14.828091,1.662773,2.89106,13.82476,76.504739,8.57899,14.916271,1430,5356
municipality,2035,v0,5889,La Tour-de-Peilz,VD,2,2522.538692,19.824007,15.375649,1.769418,2.678941,14.684572,77.560752,8.925631,13.513618,2908,10572
station,2035,v0,Bussigny,Bussigny,VD,1,3392.103177,16.4812,13.466501,1.474993,1.539706,8.908421,81.708256,8.949547,9.342197,1499,5626
municipality,2035,v0,5624,Bussigny,VD,1,3392.103177,16.4812,13.466501,1.474993,1.539706,8.908421,81.708256,8.949547,9.342197,1499,5626
station,2035,v0,Bussnang,Bussnang,TG,1,303.86915,32.999103,25.166248,3.210716,4.622139,13.537572,76.263431,9.729706,14.006863,1447,6156
municipality,2035,v0,4921,Bussnang,TG,2,331.095766,33.041367,25.230728,3.201671,4.608969,13.498116,76.361029,9.689886,13.949086,2726,11838
station,2035,v0,Busswil BE,Busswil BE,BE,1,729.911531,29.170149,22.593808,2.590081,3.986259,14.691024,77.455239,8.879219,13.665542,1547,5834
municipality,2035,v0,306,Lyss,BE,3,5520.532871,28.747598,23.004175,2.135613,3.607809,10.524217,80.021209,7.42884,12.549951,4598,16888
station,2035,v0,Bussy-Chardonney,Bussy-Chardonney,VD,1,98.9744,26.04587,19.400083,2.342089,4.303698,15.139846,74.484295,8.992172,16.523533,1401,4656
station,2035,v0,Buttes,Buttes,NE,1,53.449002,34.676795,26.510997,5.977203,2.188595,14.698185,76.451693,17.236896,6.311411,1502,5216
municipality,2035,v0,6512,Val-de-Travers,NE,7,1279.715164,28.093446,21.82216,3.341678,2.929609,14.880361,77.677047,11.894866,10.428087,10547,36636
station,2035,v0,Bäch SZ,Bäch SZ,SZ,1,264.175653,28.071666,22.190073,3.271614,2.609979,14.338161,79.047937,11.654507,9.297556,1430,5940
municipality,2035,v0,1322,Freienbach,SZ,7,6359.564457,28.757956,23.427454,2.942243,2.388258,9.727645,81.464255,10.231059,8.304686,10063,40084
station,2035,v0,Bätterkinden,Bätterkinden,BE,1,874.194346,27.870867,22.950531,1.62521,3.295125,8.208008,82.345955,5.831216,11.822829,1541,6097
municipality,2035,v0,533,Bätterkinden,BE,1,874.194346,27.870867,22.950531,1.62521,3.295125,8.208008,82.345955,5.831216,11.822829,1541,6097
station,2035,v0,Bévieux,Bévieux,VD,1,26.622906,18.850151,13.942091,2.073588,2.834473,28.674375,73.962754,11.000377,15.036869,675,1350
station,2035,v0,Bôle,Bôle,NE,1,209.215443,23.102353,17.53588,1.730704,3.835769,14.815181,75.905169,7.491463,16.603368,1517,5266
station,2035,v0,Bühler,Bühler,AR,1,166.3964,29.16068,24.18664,2.786706,2.187334,14.876859,82.942648,9.556381,7.500971,1440,5128
municipality,2035,v0,3021,Bühler,AR,2,341.730216,28.678824,23.778468,2.675501,2.224854,14.889101,82.912983,9.329188,7.75783,2880,10256
station,2035,v0,Bülach,Bülach,ZH,1,8137.321943,27.419581,22.322228,2.258395,2.838958,8.188336,81.409807,8.236432,10.353761,1565,6562
municipality,2035,v0,53,Bülach,ZH,2,8808.141229,27.463477,22.309556,2.326804,2.827117,8.706661,81.233545,8.472358,10.294097,3026,11826
station,2035,v0,Büren an der Aare,Büren an der Aare,BE,1,464.031204,30.811609,23.005593,1.377003,6.429012,28.846603,74.665343,4.469105,20.865553,1494,2983
municipality,2035,v0,383,Büren an der Aare,BE,1,464.031204,30.811609,23.005593,1.377003,6.429012,28.846603,74.665343,4.469105,20.865553,1494,2983
station,2035,v0,Büren zum Hof,Büren zum Hof,BE,1,210.047462,28.221988,22.456955,2.146331,3.618702,11.826037,79.572548,7.605172,12.82228,1494,5644
municipality,2035,v0,538,Fraubrunnen,BE,4,1890.589759,27.461672,21.870712,2.023687,3.567273,10.892643,79.640859,7.369133,12.990008,6027,23083
station,2035,v0,Bürglen TG,Bürglen TG,TG,1,405.477275,28.263895,22.352244,2.848796,3.062856,11.240226,79.084088,10.079274,10.836637,1414,5984
municipality,2035,v0,4911,Bürglen (TG),TG,1,405.477275,28.263895,22.352244,2.848796,3.062856,11.240226,79.084088,10.079274,10.836637,1414,5984
station,2035,v0,Bütschwil,Bütschwil,SG,1,745.86805,34.51082,27.052656,2.007273,5.45089,14.493638,78.388913,5.81636,15.794727,1401,5307
municipality,2035,v0,3395,Bütschwil-Ganterschwil,SG,2,895.314178,34.150489,26.789511,1.982431,5.378547,14.437986,78.445468,5.804986,15.749546,2671,10206
station,2035,v0,Cadenazzo,Cadenazzo,TI,1,803.54851,17.421026,15.151546,1.351609,0.917871,9.667015,86.972753,7.758492,5.268755,1346,4775
municipality,2035,v0,5003,Cadenazzo,TI,1,803.54851,17.421026,15.151546,1.351609,0.917871,9.667015,86.972753,7.758492,5.268755,1346,4775
station,2035,v0,Cadera,Cadera,GR,1,25.234862,52.233462,47.524756,4.670386,0.038319,55.453963,90.985269,8.941369,0.073362,244,244
station,2035,v0,Camedo,Camedo,TI,1,19.764389,40.115181,38.144524,1.010571,0.960086,29.460228,95.087504,2.519174,2.393322,403,801
municipality,2035,v0,5397,Centovalli,TI,2,125.27516,24.752973,23.619808,0.329714,0.803451,29.684473,95.422106,1.332019,3.245875,1000,1992
station,2035,v0,Campascio,Campascio,GR,1,25.322344,15.310223,13.256352,2.020915,0.032956,57.03185,86.584972,13.199774,0.215255,227,443
station,2035,v0,Campocologno,Campocologno,GR,1,51.69203,9.20052,9.155846,0.018337,0.026337,57.385282,99.514439,0.199302,0.286258,225,441
station,2035,v0,Capolago-Riva S. Vitale,Capolago-Riva S. Vitale,TI,1,559.032711,18.917972,16.147872,1.303521,1.466579,11.7422,85.357309,6.890383,7.752308,1215,4311
municipality,2035,v0,5254,Mendrisio,TI,3,5759.436142,18.637566,16.465719,1.201926,0.969921,9.665208,88.34694,6.448942,5.204119,3803,13461
station,2035,v0,Cappella-Agnuzzo,Cappella-Agnuzzo,TI,1,846.081173,7.560031,6.236061,0.771643,0.552328,12.172204,82.487236,10.20687,7.305894,984,3519
municipality,2035,v0,5236,Collina d'Oro,TI,1,846.081173,7.560031,6.236061,0.771643,0.552328,12.172204,82.487236,10.20687,7.305894,984,3519
station,2035,v0,Caslano,Caslano,TI,1,713.88366,15.286554,13.126646,1.783664,0.376244,13.895133,85.870539,11.668187,2.461273,965,3435
municipality,2035,v0,5171,Caslano,TI,1,713.88366,15.286554,13.126646,1.783664,0.376244,13.895133,85.870539,11.668187,2.461273,965,3435
station,2035,v0,Castione-Arbedo,Castione-Arbedo,TI,1,1344.956812,19.409972,16.146557,1.606701,1.656713,8.330636,83.186917,8.27771,8.535372,1339,4757
municipality,2035,v0,5001,Arbedo-Castione,TI,1,1344.956812,19.409972,16.146557,1.606701,1.656713,8.330636,83.186917,8.27771,8.535372,1339,4757
station,2035,v0,Castrisch,Castrisch,GR,1,92.113712,23.539065,20.583194,2.163504,0.792367,29.170196,87.442698,9.191123,3.366179,692,1439
