level,weightMode,year,yearNum,code,name,canton,originCount,odCellCount,totalWeight,avgTotalMin,avgRollingMin,avgDwellMin,avgTransferMin,avgWaitMin,avgTotalPlusWaitMin,rollingPct,dwellPct,transferPct,rollingPassengerMinDay,dwellPassengerMinDay,transferPassengerMinDay,waitPassengerMinDay
national,weighted,2018,2018.0,CH,Switzerland,CH,131,17030,912419.9771994767,40.66520967214647,34.59026255628746,1.7378057245598189,4.337141391299184,15.588309372530237,56.25351904467671,85.06107022480195,4.273445873193479,10.665483902004564,31560846.572931718,1585608.65957999,3957294.4493601085,14223084.882262427
national,weighted,2019,2019.0,CH,Switzerland,CH,131,17030,919828.7004624573,40.64349978999769,34.66441586940946,1.6747023610396456,4.30438155954859,15.567667756076856,56.21116754607455,85.28895407265179,4.12046789693979,10.590578030408425,31885324.601449087,1540439.2964165062,3959293.6962141446,14319587.601303473
national,weighted,2020,2020.0,CH,Switzerland,CH,131,17030,924396.6755042125,39.904433423094176,34.034806738871495,1.700664181311749,4.168962502910929,15.193829686364197,55.09826310945837,85.2907905695869,4.261842696224103,10.447366734188979,31461662.20084118,1572088.3153536739,3853775.077992584,14045125.650252275
national,weighted,2021,2021.0,CH,Switzerland,CH,131,17030,931227.6250278157,40.05372494859984,34.293443933079054,1.5587506919282477,4.201530323592543,15.07479556690329,55.12852051550313,85.61861344253788,3.8916497627338322,10.489736794728291,31935002.347825762,1451551.7048548064,3912581.104721434,14038066.073547196
national,weighted,2022,2022.0,CH,Switzerland,CH,131,17030,938915.9452234516,40.00406145651086,34.26153263125125,1.5773014469456044,4.16522737831401,14.966457822392707,54.970519278903566,85.64513547830032,3.9428532741864655,10.412011247513215,32168699.295275398,1480953.47896125,3910798.400980298,14052245.89295877
national,weighted,2023,2023.0,CH,Switzerland,CH,131,17030,954177.7300633907,40.50222382515004,34.65800404255127,1.6141730600078252,4.230046722590948,14.896326821397347,55.398550646547385,85.5706200039076,3.9853936588180554,10.443986337274353,33069895.625849385,1540207.986327744,4036216.379823916,14213743.312723324
national,weighted,2024,2024.0,CH,Switzerland,CH,131,17030,961852.0799005101,39.61038834983409,34.01694820677276,1.5814126519147227,4.012027491146604,14.824414416254198,54.43480276608829,85.87885558288207,3.9924189531995498,10.128725463918377,32719272.384552307,1521085.0484251576,3858976.9869773868,14258893.839581208
national,weighted,2025,2025.0,CH,Switzerland,CH,131,17030,963777.9617265505,39.22148337795857,33.80775623595395,1.3990572236785395,4.014669918326078,13.804631758899372,53.02611513685794,86.197036226715,3.5670686144032286,10.235895158881766,32583170.395635776,1348380.5193757094,3869250.390889204,13304599.858977642
national,weighted,2026,2026.0,CH,Switzerland,CH,131,17030,972525.2026779198,39.13109866007386,33.83978836317958,1.3538159634827265,3.9374943334115593,13.52858651821483,52.65968517828869,86.47799198571161,3.459693210362244,10.06231480392615,32910047.036479134,1316620.1442746418,3829312.474644237,13156891.34557265
national,weighted,2035,2035.0,CH,Switzerland,CH,131,17030,1032425.0522794605,36.99926327975684,31.622689916137023,1.6536002560763916,3.7229731075434236,12.037809658252876,49.037072938009715,85.4684312955997,4.4692788706987985,10.062289833701497,32648057.289884932,1707218.3308289978,3843690.7051905445,12428136.265751919
canton,weighted,1982,1982.0,AG,AG,AG,9,1170,52492.46504633583,45.19053485337668,33.25911197191053,2.614505746278655,9.316917135187502,28.222567519319984,73.41310237269667,73.597517886924,5.785516269638258,20.61696584343775,1745852.7726576827,137241.85149997647,489067.9470584373,1481472.139025757
canton,weighted,2002,2002.0,AG,AG,AG,9,1170,63668.19478861897,41.48333446431238,33.07779323412368,2.1779199740183723,6.227621256170321,17.742750700823454,59.22608516513583,79.73754680347626,5.250108271532538,15.012344924991192,2106003.382807849,138664.2331398257,396501.4032075959,1129648.9077059333
canton,weighted,2005,2005.0,AG,AG,AG,9,1170,65235.23751579791,41.098589078935426,32.52023314131877,1.917690369932779,6.660665567683881,14.444506449592554,55.54309552852798,79.1273712069756,4.666073490380883,16.206555302643523,2121465.1330430526,125100.9867643232,434510.1003211549,942290.8090376451
